c
c test max format
10000.0 -12 -44 0
10000.0 -12 -45 0
10000.0 -12 -46 0
10000.0 -12 -47 0
10000.0 -12 -48 0
10000.0 -12 -49 0
10000.0 -12 -50 0
10000.0 -12 -51 0
10000.0 -12 -52 0
10000.0 -12 -53 0
10000.0 -12 -54 0
10000.0 -12 -55 0
10000.0 -12 -56 0
10000.0 -12 -57 0
10000.0 -12 -58 0
10000.0 -12 -59 0
10000.0 -12 -60 0
10000.0 -13 -14 0
10000.0 -13 -15 0
10000.0 -13 -16 0
10000.0 -13 -17 0
10000.0 -13 -18 0
10000.0 -13 -19 0
10000.0 -13 -20 0
10000.0 -13 -21 0
10000.0 -13 -22 0
10000.0 -13 -23 0
10000.0 -13 -24 0
10000.0 -13 -25 0
10000.0 -13 -26 0
10000.0 -13 -27 0
10000.0 -13 -28 0
10000.0 -13 -29 0
10000.0 -13 -30 0
10000.0 -13 -31 0
10000.0 -13 -32 0
10000.0 -13 -33 0
10000.0 -13 -34 0
10000.0 -13 -35 0
10000.0 -13 -36 0
10000.0 -13 -37 0
10000.0 -13 -38 0
10000.0 -13 -39 0
10000.0 -13 -40 0
10000.0 -13 -41 0
10000.0 -13 -42 0
10000.0 -13 -43 0
10000.0 -13 -44 0
10000.0 -13 -45 0
10000.0 -13 -46 0
10000.0 -13 -47 0
10000.0 -13 -48 0
10000.0 -13 -49 0
10000.0 -13 -50 0
10000.0 -13 -51 0
10000.0 -13 -52 0
10000.0 -13 -53 0
10000.0 -13 -54 0
10000.0 -13 -55 0
10000.0 -13 -56 0
10000.0 -13 -57 0
10000.0 -13 -58 0
10000.0 -13 -59 0
10000.0 -13 -60 0
10000.0 -14 -15 0
10000.0 -14 -16 0
10000.0 -14 -17 0
10000.0 -14 -18 0
10000.0 -14 -19 0
10000.0 -14 -20 0
10000.0 -14 -21 0
10000.0 -14 -22 0
10000.0 -14 -23 0
10000.0 -14 -24 0
10000.0 -14 -25 0
10000.0 -14 -26 0
10000.0 -14 -27 0
10000.0 -14 -28 0
10000.0 -14 -29 0
10000.0 -14 -30 0
10000.0 -14 -31 0
10000.0 -14 -32 0
10000.0 -14 -33 0
10000.0 -14 -34 0
10000.0 -14 -35 0
10000.0 -14 -36 0
10000.0 -14 -37 0
10000.0 -14 -38 0
10000.0 -14 -39 0
10000.0 -14 -40 0
10000.0 -14 -41 0
10000.0 -14 -42 0
10000.0 -14 -43 0
10000.0 -14 -44 0
10000.0 -14 -45 0
10000.0 -14 -46 0
10000.0 -14 -47 0
10000.0 -14 -48 0
10000.0 -14 -49 0
10000.0 -14 -50 0
10000.0 -14 -51 0
10000.0 -14 -52 0
10000.0 -14 -53 0
10000.0 -14 -54 0
10000.0 -14 -55 0
10000.0 -14 -56 0
10000.0 -14 -57 0
10000.0 -14 -58 0
10000.0 -14 -59 0
10000.0 -14 -60 0
10000.0 -15 -16 0
10000.0 -15 -17 0
10000.0 -15 -18 0
10000.0 -15 -19 0
10000.0 -15 -20 0
10000.0 -15 -21 0
10000.0 -15 -22 0
10000.0 -15 -23 0
10000.0 -15 -24 0
10000.0 -15 -25 0
10000.0 -15 -26 0
10000.0 -15 -27 0
10000.0 -15 -28 0
10000.0 -15 -29 0
10000.0 -15 -30 0
10000.0 -15 -31 0
10000.0 -15 -32 0
10000.0 -15 -33 0
10000.0 -15 -34 0
10000.0 -15 -35 0
10000.0 -15 -36 0
10000.0 -15 -37 0
10000.0 -15 -38 0
10000.0 -15 -39 0
10000.0 -15 -40 0
10000.0 -15 -41 0
10000.0 -15 -42 0
10000.0 -15 -43 0
10000.0 -15 -44 0
10000.0 -15 -45 0
10000.0 -15 -46 0
10000.0 -15 -47 0
10000.0 -15 -48 0
10000.0 -15 -49 0
10000.0 -15 -50 0
10000.0 -15 -51 0
10000.0 -15 -52 0
10000.0 -15 -53 0
10000.0 -15 -54 0
10000.0 -15 -55 0
10000.0 -15 -56 0
10000.0 -15 -57 0
10000.0 -15 -58 0
10000.0 -15 -59 0
10000.0 -15 -60 0
10000.0 -16 -17 0
10000.0 -16 -18 0
10000.0 -16 -19 0
10000.0 -16 -20 0
10000.0 -16 -21 0
10000.0 -16 -22 0
10000.0 -16 -23 0
10000.0 -16 -24 0
10000.0 -16 -25 0
10000.0 -16 -26 0
10000.0 -16 -27 0
10000.0 -16 -28 0
10000.0 -16 -29 0
10000.0 -16 -30 0
10000.0 -16 -31 0
10000.0 -16 -32 0
10000.0 -16 -33 0
10000.0 -16 -34 0
10000.0 -16 -35 0
10000.0 -16 -36 0
10000.0 -16 -37 0
10000.0 -16 -38 0
10000.0 -16 -39 0
10000.0 -16 -40 0
10000.0 -16 -41 0
10000.0 -16 -42 0
10000.0 -16 -43 0
10000.0 -16 -44 0
10000.0 -16 -45 0
10000.0 -16 -46 0
10000.0 -16 -47 0
10000.0 -16 -48 0
10000.0 -16 -49 0
10000.0 -16 -50 0
10000.0 -16 -51 0
10000.0 -16 -52 0
10000.0 -16 -53 0
10000.0 -16 -54 0
10000.0 -16 -55 0
10000.0 -16 -56 0
10000.0 -16 -57 0
10000.0 -16 -58 0
10000.0 -16 -59 0
10000.0 -16 -60 0
10000.0 -17 -18 0
10000.0 -17 -19 0
10000.0 -17 -20 0
10000.0 -17 -21 0
10000.0 -17 -22 0
10000.0 -17 -23 0
10000.0 -17 -24 0
10000.0 -17 -25 0
10000.0 -17 -26 0
10000.0 -17 -27 0
10000.0 -17 -28 0
10000.0 -17 -29 0
10000.0 -17 -30 0
10000.0 -17 -31 0
10000.0 -17 -32 0
10000.0 -17 -33 0
10000.0 -17 -34 0
10000.0 -17 -35 0
10000.0 -17 -36 0
10000.0 -17 -37 0
10000.0 -17 -38 0
10000.0 -17 -39 0
10000.0 -17 -40 0
10000.0 -17 -41 0
10000.0 -17 -42 0
10000.0 -17 -43 0
10000.0 -17 -44 0
10000.0 -17 -45 0
10000.0 -17 -46 0
10000.0 -17 -47 0
10000.0 -17 -48 0
10000.0 -17 -49 0
10000.0 -17 -50 0
10000.0 -17 -51 0
10000.0 -17 -52 0
10000.0 -17 -53 0
10000.0 -17 -54 0
10000.0 -17 -55 0
10000.0 -17 -56 0
10000.0 -17 -57 0
10000.0 -17 -58 0
10000.0 -17 -59 0
10000.0 -17 -60 0
10000.0 -18 -19 0
10000.0 -18 -20 0
10000.0 -18 -21 0
10000.0 -18 -22 0
10000.0 -18 -23 0
10000.0 -18 -24 0
10000.0 -18 -25 0
10000.0 -18 -26 0
10000.0 -18 -27 0
10000.0 -18 -28 0
10000.0 -18 -29 0
10000.0 -18 -30 0
10000.0 -18 -31 0
10000.0 -18 -32 0
10000.0 -18 -33 0
10000.0 -18 -34 0
10000.0 -18 -35 0
10000.0 -18 -36 0
10000.0 -18 -37 0
10000.0 -18 -38 0
10000.0 -18 -39 0
10000.0 -18 -40 0
10000.0 -18 -41 0
10000.0 -18 -42 0
10000.0 -18 -43 0
10000.0 -18 -44 0
10000.0 -18 -45 0
10000.0 -18 -46 0
10000.0 -18 -47 0
10000.0 -18 -48 0
10000.0 -18 -49 0
10000.0 -18 -50 0
10000.0 -18 -51 0
10000.0 -18 -52 0
10000.0 -18 -53 0
10000.0 -18 -54 0
10000.0 -18 -55 0
10000.0 -18 -56 0
10000.0 -18 -57 0
10000.0 -18 -58 0
10000.0 -18 -59 0
10000.0 -18 -60 0
10000.0 -19 -20 0
10000.0 -19 -21 0
10000.0 -19 -22 0
10000.0 -19 -23 0
10000.0 -19 -24 0
10000.0 -19 -25 0
10000.0 -19 -26 0
10000.0 -19 -27 0
10000.0 -19 -28 0
10000.0 -19 -29 0
10000.0 -19 -30 0
10000.0 -19 -31 0
10000.0 -19 -32 0
10000.0 -19 -33 0
10000.0 -19 -34 0
10000.0 -19 -35 0
10000.0 -19 -36 0
10000.0 -19 -37 0
10000.0 -19 -38 0
10000.0 -19 -39 0
10000.0 -19 -40 0
10000.0 -19 -41 0
10000.0 -19 -42 0
10000.0 -19 -43 0
10000.0 -19 -44 0
10000.0 -19 -45 0
10000.0 -19 -46 0
10000.0 -19 -47 0
10000.0 -19 -48 0
10000.0 -19 -49 0
10000.0 -19 -50 0
10000.0 -19 -51 0
10000.0 -19 -52 0
10000.0 -19 -53 0
10000.0 -19 -54 0
10000.0 -19 -55 0
10000.0 -19 -56 0
10000.0 -19 -57 0
10000.0 -19 -58 0
10000.0 -19 -59 0
10000.0 -19 -60 0
10000.0 -20 -21 0
10000.0 -20 -22 0
10000.0 -20 -23 0
10000.0 -20 -24 0
10000.0 -20 -25 0
10000.0 -20 -26 0
10000.0 -20 -27 0
10000.0 -20 -28 0
10000.0 -20 -29 0
10000.0 -20 -30 0
10000.0 -20 -31 0
10000.0 -20 -32 0
10000.0 -20 -33 0
10000.0 -20 -34 0
10000.0 -20 -35 0
10000.0 -20 -36 0
10000.0 -20 -37 0
10000.0 -20 -38 0
10000.0 -20 -39 0
10000.0 -20 -40 0
10000.0 -20 -41 0
10000.0 -20 -42 0
10000.0 -20 -43 0
10000.0 -20 -44 0
10000.0 -20 -45 0
10000.0 -20 -46 0
10000.0 -20 -47 0
10000.0 -20 -48 0
10000.0 -20 -49 0
10000.0 -20 -50 0
10000.0 -20 -51 0
10000.0 -20 -52 0
10000.0 -20 -53 0
10000.0 -20 -54 0
10000.0 -20 -55 0
10000.0 -20 -56 0
10000.0 -20 -57 0
10000.0 -20 -58 0
10000.0 -20 -59 0
10000.0 -20 -60 0
10000.0 -21 -22 0
10000.0 -21 -23 0
10000.0 -21 -24 0
10000.0 -21 -25 0
10000.0 -21 -26 0
10000.0 -21 -27 0
10000.0 -21 -28 0
10000.0 -21 -29 0
10000.0 -21 -30 0
10000.0 -21 -31 0
10000.0 -21 -32 0
10000.0 -21 -33 0
10000.0 -21 -34 0
10000.0 -21 -35 0
10000.0 -21 -36 0
10000.0 -21 -37 0
10000.0 -21 -38 0
10000.0 -21 -39 0
10000.0 -21 -40 0
10000.0 -21 -41 0
10000.0 -21 -42 0
10000.0 -21 -43 0
10000.0 -21 -44 0
10000.0 -21 -45 0
10000.0 -21 -46 0
10000.0 -21 -47 0
10000.0 -21 -48 0
10000.0 -21 -49 0
10000.0 -21 -50 0
10000.0 -21 -51 0
10000.0 -21 -52 0
10000.0 -21 -53 0
10000.0 -21 -54 0
10000.0 -21 -55 0
10000.0 -21 -56 0
10000.0 -21 -57 0
10000.0 -21 -58 0
10000.0 -21 -59 0
10000.0 -21 -60 0
10000.0 -22 -23 0
10000.0 -22 -24 0
10000.0 -22 -25 0
10000.0 -22 -26 0
10000.0 -22 -27 0
10000.0 -22 -28 0
10000.0 -22 -29 0
10000.0 -22 -30 0
10000.0 -22 -31 0
10000.0 -22 -32 0
10000.0 -22 -33 0
10000.0 -22 -34 0
10000.0 -22 -35 0
10000.0 -22 -36 0
10000.0 -22 -37 0
10000.0 -22 -38 0
10000.0 -22 -39 0
10000.0 -22 -40 0
10000.0 -22 -41 0
10000.0 -22 -42 0
10000.0 -22 -43 0
10000.0 -22 -44 0
10000.0 -22 -45 0
10000.0 -22 -46 0
10000.0 -22 -47 0
10000.0 -22 -48 0
10000.0 -22 -49 0
10000.0 -22 -50 0
10000.0 -22 -51 0
10000.0 -22 -52 0
10000.0 -22 -53 0
10000.0 -22 -54 0
10000.0 -22 -55 0
10000.0 -22 -56 0
10000.0 -22 -57 0
10000.0 -22 -58 0
10000.0 -22 -59 0
10000.0 -22 -60 0
10000.0 -23 -24 0
10000.0 -23 -25 0
10000.0 -23 -26 0
10000.0 -23 -27 0
10000.0 -23 -28 0
10000.0 -23 -29 0
10000.0 -23 -30 0
